delivery_id,delivery_partner,package_type,vehicle_type,delivery_mode,region,weather_condition,distance_km,package_weight_kg,delivery_time_hours,expected_time_hours,delayed,delivery_status,delivery_rating,delivery_cost,delivery_difference,Calculated_delay_flag
22762.0,shadowfax,groceries,van,two day,east,foggy,181.0,45.23,8,16,no,delivered,3,1040.69,-8,On-Time
22763.0,fedex,documents,ev bike,two day,central,rainy,120.2,9.79,8,16,no,delivered,4,630.37,-8,On-Time
22764.0,blue dart,clothing,bike,two day,south,foggy,98.5,46.33,7,16,no,delivered,5,631.49,-9,On-Time
22765.0,fedex,documents,truck,same day,central,cold,159.4,34.83,4,8,no,delivered,3,1001.49,-4,On-Time
22766.0,fedex,clothing,van,same day,east,rainy,253.6,14.81,9,8,yes,delayed,2,1412.43,1,Late
22767.0,dhl,fragile items,ev van,express,central,stormy,72.2,29.54,5,3,yes,delayed,3,499.62,2,Late
22768.0,fedex,groceries,truck,express,east,hot,55.1,33.96,2,3,no,delivered,5,427.38,-1,On-Time
22769.0,ekart,pharmacy,ev bike,standard,central,clear,55.5,17.79,1,24,no,delivered,4,330.87,-23,On-Time
22770.0,dhl,fragile items,ev bike,standard,east,stormy,149.6,33.66,7,24,no,delivered,5,848.98,-17,On-Time
22771.0,amazon logistics,automobile parts,bike,express,central,cold,105.6,22.95,4,4,yes,delayed,3,646.85,0,On-Time
22772.0,ekart,furniture,truck,express,central,rainy,279.4,10.94,11,7,yes,failed,2,1479.82,4,Late
22773.0,ekart,electronics,ev bike,express,north,clear,121.1,44.44,5,4,yes,delayed,3,788.82,1,Late
22774.0,blue dart,pharmacy,van,express,east,hot,200.6,10.05,9,6,yes,delayed,3,1083.15,3,Late
22775.0,xpressbees,automobile parts,scooter,standard,north,foggy,252.7,37.23,9,24,no,delivered,3,1375.19,-15,On-Time
22776.0,xpressbees,groceries,van,same day,south,hot,247.4,21.77,5,8,no,delivered,3,1402.31,-3,On-Time
22777.0,xpressbees,electronics,bike,express,north,foggy,56.0,17.79,2,3,no,delivered,5,383.37,-1,On-Time
22778.0,blue dart,cosmetics,ev van,same day,east,stormy,218.0,5.47,9,8,yes,delayed,2,1206.41,1,Late
22779.0,fedex,pharmacy,bike,same day,south,foggy,188.8,30.0,8,8,yes,delayed,2,1134.0,0,On-Time
22780.0,ekart,clothing,bike,express,north,foggy,137.7,30.43,4,4,yes,delayed,2,829.79,0,On-Time
22781.0,xpressbees,electronics,bike,same day,south,clear,249.1,40.89,11,8,yes,failed,1,1468.17,3,Late
22782.0,dhl,furniture,scooter,express,east,cold,110.0,49.01,5,4,yes,delayed,3,747.03,1,Late
22783.0,dhl,clothing,scooter,express,north,foggy,19.2,0.67,2,2,yes,delayed,2,147.47,0,On-Time
22784.0,fedex,clothing,truck,same day,central,rainy,7.2,31.83,4,8,no,delivered,3,231.49,-4,On-Time
22785.0,xpressbees,documents,bike,same day,south,clear,191.2,9.53,6,8,no,delivered,4,1084.59,-2,On-Time
22786.0,xpressbees,furniture,ev bike,two day,south,cold,139.4,37.58,2,16,no,delivered,4,809.74,-14,On-Time
22787.0,amazon logistics,fragile items,van,standard,north,hot,230.3,35.5,4,24,no,delivered,5,1258.0,-20,On-Time
22788.0,dhl,groceries,van,standard,north,stormy,268.9,2.85,14,24,no,delivered,5,1353.05,-10,On-Time
22789.0,amazon logistics,fragile items,truck,standard,west,stormy,189.1,2.18,7,24,no,delivered,4,952.04,-17,On-Time
22790.0,amazon logistics,pharmacy,bike,standard,north,cold,166.5,48.47,6,24,no,delivered,4,977.91,-18,On-Time
22791.0,fedex,groceries,truck,two day,north,hot,55.5,0.71,3,16,no,delivered,5,279.63,-13,On-Time
22792.0,xpressbees,furniture,truck,standard,west,cold,169.7,14.48,7,24,no,delivered,5,891.94,-17,On-Time
22793.0,ecom express,clothing,ev bike,express,south,stormy,153.0,39.22,9,5,yes,failed,1,932.66,4,Late
22794.0,amazon logistics,automobile parts,bike,express,west,clear,182.6,26.23,4,5,no,delivered,3,1041.69,-1,On-Time
22795.0,ekart,documents,bike,two day,west,rainy,147.4,12.15,5,16,no,delivered,4,773.45,-11,On-Time
22796.0,xpressbees,automobile parts,bike,same day,west,foggy,172.0,49.22,9,8,yes,delayed,2,1107.66,1,Late
22797.0,fedex,pharmacy,ev van,standard,north,cold,226.6,34.6,7,24,no,delivered,4,1236.8,-17,On-Time
22798.0,blue dart,documents,van,two day,west,stormy,267.6,21.91,12,16,no,delivered,5,1403.73,-4,On-Time
22799.0,dhl,furniture,scooter,two day,central,rainy,156.3,43.51,8,16,no,delivered,5,912.03,-8,On-Time
22800.0,ecom express,clothing,bike,same day,central,clear,257.9,41.65,7,8,no,delivered,4,1514.45,-1,On-Time
22801.0,ecom express,pharmacy,scooter,express,central,foggy,180.1,24.58,5,5,yes,delayed,2,1024.24,0,On-Time
22802.0,amazon logistics,electronics,van,two day,central,stormy,107.0,37.0,7,16,no,delivered,4,646.0,-9,On-Time
22803.0,ecom express,pharmacy,ev van,standard,central,foggy,110.8,13.59,4,24,no,delivered,3,594.77,-20,On-Time
22804.0,shadowfax,clothing,ev bike,standard,south,foggy,229.4,6.3,8,24,no,delivered,4,1165.9,-16,On-Time
22805.0,xpressbees,clothing,ev van,two day,south,stormy,145.4,11.5,7,16,no,delivered,3,761.5,-9,On-Time
22806.0,blue dart,clothing,bike,standard,east,cold,233.7,42.13,8,24,no,delivered,5,1294.89,-16,On-Time
22807.0,ekart,electronics,truck,standard,north,cold,172.0,10.32,5,24,no,delivered,5,890.96,-19,On-Time
22808.0,blue dart,fragile items,van,standard,west,rainy,14.0,1.85,2,24,no,delivered,4,95.6674,-22,On-Time
22809.0,ecom express,automobile parts,scooter,express,central,hot,145.9,27.23,7,4,yes,delayed,2,861.19,3,Late
22810.0,shadowfax,automobile parts,van,same day,south,clear,148.9,10.25,4,8,no,delivered,4,875.25,-4,On-Time
22811.0,ecom express,cosmetics,truck,express,south,clear,213.1,21.55,6,6,yes,delayed,2,1180.15,0,On-Time
22812.0,dhl,documents,bike,express,west,foggy,238.3,47.03,6,6,no,delivered,3,1382.59,0,On-Time
22813.0,dhl,cosmetics,ev van,standard,west,rainy,36.6,37.43,4,24,no,delivered,3,295.29,-20,On-Time
22814.0,xpressbees,cosmetics,ev bike,express,west,rainy,185.9,5.93,11,5,yes,delayed,2,997.29,6,Late
22815.0,shadowfax,documents,ev van,two day,east,stormy,210.1,44.44,11,16,no,delivered,5,1183.82,-5,On-Time
22816.0,dhl,fragile items,bike,express,north,hot,251.7,1.52,7,7,yes,delayed,3,1313.06,0,On-Time
22817.0,ekart,automobile parts,bike,express,south,stormy,149.7,18.45,7,4,yes,failed,2,853.85,3,Late
22818.0,fedex,groceries,ev van,two day,north,clear,13.1,28.56,0,16,no,delivered,4,151.18,-16,On-Time
22819.0,delhivery,pharmacy,ev van,standard,north,cold,24.2,32.59,1,24,no,delivered,3,218.77,-23,On-Time
22820.0,blue dart,fragile items,truck,standard,west,stormy,129.2,46.37,10,24,no,delivered,3,785.11,-14,On-Time
22821.0,delhivery,documents,scooter,two day,north,foggy,217.2,21.57,7,16,no,delivered,5,1150.71,-9,On-Time
22822.0,blue dart,automobile parts,scooter,express,north,foggy,284.3,21.56,9,7,yes,delayed,3,1536.18,2,Late
22823.0,blue dart,documents,ev bike,standard,south,hot,113.0,32.37,3,24,no,delivered,5,662.11,-21,On-Time
22824.0,delhivery,automobile parts,ev van,express,east,cold,192.3,1.17,6,5,yes,delayed,2,1015.01,1,Late
22825.0,delhivery,documents,ev bike,standard,north,clear,215.6,33.77,6,24,no,delivered,5,1179.31,-18,On-Time
22826.0,amazon logistics,cosmetics,van,express,north,cold,22.7,19.05,3,2,yes,delayed,2,220.65,1,Late
22827.0,blue dart,furniture,ev bike,standard,central,foggy,157.0,10.45,9,24,no,delivered,4,816.35,-15,On-Time
22828.0,fedex,groceries,scooter,same day,central,hot,24.4,11.75,1,8,no,delivered,4,257.25,-7,On-Time
22829.0,delhivery,groceries,bike,two day,south,clear,141.0,5.65,3,16,no,delivered,3,721.95,-13,On-Time
22830.0,ecom express,documents,van,same day,east,foggy,263.1,17.24,9,8,yes,failed,2,1467.22,1,Late
22831.0,ekart,cosmetics,van,standard,west,stormy,239.9,32.91,11,24,no,delivered,3,1298.23,-13,On-Time
22832.0,xpressbees,automobile parts,truck,two day,south,foggy,206.2,40.91,7,16,no,delivered,4,1153.73,-9,On-Time
22833.0,shadowfax,pharmacy,ev bike,same day,east,clear,271.9,14.44,10,8,yes,delayed,2,1502.82,2,Late
22834.0,xpressbees,documents,ev bike,two day,central,clear,91.0,24.8,3,16,no,delivered,3,529.4,-13,On-Time
22835.0,shadowfax,cosmetics,scooter,two day,north,cold,136.9,29.25,3,16,no,delivered,4,772.25,-13,On-Time
22836.0,fedex,groceries,truck,express,north,cold,85.9,25.75,4,3,yes,delayed,3,556.75,1,Late
22837.0,xpressbees,automobile parts,bike,two day,central,hot,100.7,45.63,4,16,no,delivered,4,640.39,-12,On-Time
22838.0,amazon logistics,documents,ev van,two day,central,cold,198.2,31.04,7,16,no,delivered,5,1084.12,-9,On-Time
22839.0,dhl,furniture,van,same day,west,cold,203.4,46.72,8,8,yes,delayed,2,1257.16,0,On-Time
22840.0,ecom express,furniture,ev van,same day,central,rainy,38.0,37.59,4,8,no,delivered,3,402.77,-4,On-Time
22841.0,ecom express,fragile items,ev van,express,west,stormy,256.6,7.25,10,7,yes,failed,2,1354.75,3,Late
22842.0,xpressbees,electronics,scooter,two day,west,foggy,76.6,7.23,3,16,no,delivered,4,404.69,-13,On-Time
22843.0,ecom express,pharmacy,bike,standard,north,cold,72.9,39.94,4,24,no,delivered,3,484.32,-20,On-Time
22844.0,delhivery,fragile items,ev van,express,central,stormy,106.9,44.27,7,4,yes,delayed,2,717.31,3,Late
22845.0,fedex,groceries,van,standard,south,clear,115.8,37.22,3,24,no,delivered,5,690.66,-21,On-Time
22846.0,shadowfax,furniture,bike,standard,central,stormy,197.1,12.8,12,24,no,delivered,3,1023.9,-12,On-Time
22847.0,ecom express,documents,truck,two day,north,stormy,207.3,23.83,14,16,no,delivered,3,1107.99,-2,On-Time
22848.0,blue dart,groceries,ev van,same day,east,foggy,204.8,12.77,8,8,yes,delayed,2,1162.31,0,On-Time
22849.0,amazon logistics,automobile parts,truck,express,west,foggy,160.8,12.99,5,5,yes,failed,1,892.97,0,On-Time
22850.0,delhivery,groceries,scooter,two day,north,stormy,71.3,42.58,6,16,no,delivered,5,484.24,-10,On-Time
22851.0,dhl,clothing,van,standard,south,foggy,74.2,47.98,5,24,no,delivered,5,514.94,-19,On-Time
22852.0,xpressbees,pharmacy,scooter,two day,north,hot,284.8,16.86,8,16,no,delivered,5,1474.58,-8,On-Time
22853.0,ekart,furniture,truck,express,east,rainy,52.5,8.72,4,3,yes,failed,1,338.66,1,Late
22854.0,amazon logistics,fragile items,van,standard,north,foggy,136.6,5.35,3,24,no,delivered,5,699.05,-21,On-Time
22855.0,ecom express,electronics,van,express,south,clear,244.9,15.39,7,6,yes,delayed,2,1320.67,1,Late
22856.0,blue dart,automobile parts,scooter,express,east,clear,157.2,31.55,5,5,yes,delayed,2,930.65,0,On-Time
22857.0,ekart,cosmetics,bike,two day,east,foggy,287.3,17.36,10,16,no,delivered,5,1488.58,-6,On-Time
22858.0,delhivery,fragile items,ev bike,two day,north,rainy,290.8,47.26,7,16,no,delivered,5,1595.78,-9,On-Time
22859.0,xpressbees,groceries,ev bike,standard,central,hot,252.5,5.96,9,24,no,delivered,5,1280.38,-15,On-Time
22860.0,amazon logistics,furniture,bike,express,east,clear,122.6,22.6,3,4,no,delivered,4,730.8,-1,On-Time
22861.0,shadowfax,groceries,scooter,express,south,rainy,256.5,33.91,13,7,yes,delayed,3,1434.23,6,Late
22862.0,blue dart,fragile items,van,same day,south,stormy,207.9,19.99,11,8,yes,delayed,3,1199.47,3,Late
22863.0,blue dart,electronics,truck,same day,north,clear,265.9,35.6,9,8,yes,delayed,2,1536.3,1,Late
22864.0,delhivery,furniture,ev van,two day,central,stormy,77.1,22.7,9,16,no,delivered,4,453.6,-7,On-Time
22865.0,fedex,documents,ev bike,express,west,stormy,30.1,38.63,7,2,yes,delayed,3,316.39,5,Late
22866.0,xpressbees,pharmacy,truck,express,north,clear,165.9,13.9,4,5,no,delivered,4,921.2,-1,On-Time
22867.0,blue dart,automobile parts,ev bike,express,central,rainy,139.6,43.51,6,4,yes,delayed,2,878.53,2,Late
22868.0,amazon logistics,cosmetics,truck,standard,west,foggy,177.1,9.01,7,24,no,delivered,5,912.53,-17,On-Time
22869.0,ekart,electronics,ev van,express,west,clear,262.1,12.0,10,7,yes,delayed,3,1396.5,3,Late
22870.0,fedex,groceries,ev van,standard,north,cold,250.9,12.43,7,24,no,delivered,3,1291.79,-17,On-Time
22871.0,xpressbees,electronics,van,two day,south,stormy,23.9,3.95,4,16,no,delivered,3,131.35,-12,On-Time
22872.0,fedex,furniture,bike,express,east,cold,46.6,17.96,3,2,yes,delayed,3,336.88,1,Late
22873.0,fedex,clothing,ev van,express,west,foggy,206.3,40.22,7,6,yes,delayed,2,1202.16,1,Late
22874.0,dhl,cosmetics,scooter,same day,south,stormy,162.6,34.89,6,8,no,delivered,4,1017.67,-2,On-Time
22875.0,dhl,furniture,scooter,same day,central,foggy,53.0,47.81,2,8,no,delivered,4,508.43,-6,On-Time
22876.0,ekart,documents,bike,two day,east,clear,7.7,22.83,2,16,no,delivered,5,106.99,-14,On-Time
22877.0,ekart,fragile items,ev bike,same day,central,foggy,88.5,25.54,6,8,no,delivered,3,619.12,-2,On-Time
22878.0,xpressbees,cosmetics,scooter,two day,north,hot,76.7,7.55,3,16,no,delivered,5,406.15,-13,On-Time
22879.0,amazon logistics,pharmacy,ev van,two day,south,clear,35.6,11.66,2,16,no,delivered,3,212.98,-14,On-Time
22880.0,amazon logistics,groceries,scooter,standard,east,clear,296.1,45.75,10,24,no,delivered,4,1617.75,-14,On-Time
22881.0,ekart,documents,bike,two day,west,clear,278.8,49.52,8,16,no,delivered,5,1543.7,-8,On-Time
22882.0,ekart,pharmacy,truck,two day,east,cold,53.8,34.62,3,16,no,delivered,3,372.86,-13,On-Time
22883.0,delhivery,fragile items,scooter,same day,south,foggy,203.6,15.98,5,8,no,delivered,5,1165.94,-3,On-Time
22884.0,ekart,fragile items,scooter,standard,central,stormy,232.9,43.4,14,24,no,delivered,4,1294.7,-10,On-Time
22885.0,shadowfax,cosmetics,bike,standard,north,stormy,152.5,33.43,8,24,no,delivered,5,862.79,-16,On-Time
22886.0,ekart,electronics,truck,standard,north,rainy,153.0,12.38,11,24,no,delivered,5,802.14,-13,On-Time
22887.0,xpressbees,automobile parts,scooter,same day,south,stormy,86.0,23.74,8,8,yes,delayed,3,601.22,0,On-Time
22888.0,delhivery,documents,ev bike,same day,north,clear,213.3,24.37,4,8,no,delivered,3,1239.61,-4,On-Time
22889.0,dhl,electronics,scooter,express,south,rainy,3.6,47.69,2,2,yes,delayed,2,208.07,0,On-Time
22890.0,ekart,pharmacy,van,same day,central,hot,162.1,0.67,4,8,no,delivered,5,911.43,-4,On-Time
22891.0,fedex,furniture,van,express,east,hot,122.2,2.15,2,4,no,delivered,4,667.45,-2,On-Time
22892.0,delhivery,electronics,truck,express,east,clear,253.0,4.8,6,7,no,delivered,4,1329.4,-1,On-Time
22893.0,dhl,clothing,ev bike,two day,south,rainy,253.8,42.16,10,16,no,delivered,5,1395.48,-6,On-Time
22894.0,amazon logistics,clothing,bike,express,west,foggy,172.9,8.0,7,5,yes,delayed,3,938.5,2,Late
22895.0,amazon logistics,groceries,scooter,same day,south,stormy,89.1,11.06,8,8,yes,delayed,2,578.68,0,On-Time
22896.0,ekart,cosmetics,ev bike,two day,south,clear,179.2,15.59,5,16,no,delivered,3,942.77,-11,On-Time
22897.0,dhl,cosmetics,ev van,two day,north,stormy,176.1,12.28,11,16,no,delivered,4,917.34,-5,On-Time
22898.0,xpressbees,electronics,van,same day,west,cold,169.3,45.36,5,8,no,delivered,5,1082.58,-3,On-Time
22899.0,fedex,clothing,bike,two day,west,cold,143.0,48.58,5,16,no,delivered,4,860.74,-11,On-Time
22900.0,fedex,pharmacy,ev van,express,east,hot,46.3,18.15,1,2,no,delivered,4,335.95,-1,On-Time
22901.0,dhl,fragile items,truck,express,south,stormy,172.7,28.53,11,5,yes,failed,1,999.09,6,Late
22902.0,amazon logistics,electronics,truck,two day,central,clear,110.6,14.85,4,16,no,delivered,4,597.55,-12,On-Time
22903.0,shadowfax,groceries,van,two day,central,stormy,150.3,47.88,8,16,no,delivered,4,895.14,-8,On-Time
22904.0,ecom express,clothing,ev bike,standard,east,stormy,230.2,17.79,9,24,no,delivered,4,1204.37,-15,On-Time
22905.0,amazon logistics,furniture,scooter,standard,south,rainy,189.6,47.03,6,24,no,delivered,3,1089.09,-18,On-Time
22906.0,dhl,groceries,van,standard,west,foggy,257.2,7.96,9,24,no,delivered,5,1309.88,-15,On-Time
22907.0,ekart,clothing,ev bike,two day,west,stormy,93.6,15.79,7,16,no,delivered,4,515.37,-9,On-Time
22908.0,delhivery,automobile parts,van,standard,south,clear,112.2,2.25,4,24,no,delivered,3,567.75,-20,On-Time
22909.0,shadowfax,cosmetics,ev van,two day,central,rainy,113.8,23.6,7,16,no,delivered,5,639.8,-9,On-Time
22910.0,xpressbees,furniture,van,standard,south,foggy,37.1,1.31,3,24,no,delivered,3,189.43,-21,On-Time
22911.0,dhl,cosmetics,truck,standard,north,cold,41.3,8.0,1,24,no,delivered,3,230.5,-23,On-Time
22912.0,delhivery,documents,truck,standard,south,foggy,260.1,18.92,10,24,no,delivered,5,1357.26,-14,On-Time
22913.0,amazon logistics,automobile parts,ev bike,two day,west,cold,279.1,46.66,7,16,no,delivered,3,1535.48,-9,On-Time
22914.0,ekart,groceries,truck,express,east,rainy,42.1,10.65,5,2,yes,failed,1,292.45,3,Late
22915.0,shadowfax,groceries,van,two day,west,rainy,23.6,3.61,4,16,no,delivered,5,128.83,-12,On-Time
22916.0,delhivery,pharmacy,ev bike,same day,east,cold,83.8,37.76,2,8,no,delivered,5,632.28,-6,On-Time
22917.0,delhivery,pharmacy,ev bike,standard,north,foggy,240.7,33.62,10,24,no,delivered,5,1304.36,-14,On-Time
22918.0,ecom express,pharmacy,bike,standard,west,rainy,213.2,46.28,8,24,no,delivered,3,1204.84,-16,On-Time
22919.0,xpressbees,fragile items,truck,standard,west,hot,295.2,42.4,8,24,no,delivered,5,1603.2,-16,On-Time
22920.0,delhivery,documents,ev van,standard,central,stormy,297.1,46.26,14,24,no,delivered,4,1627.78,-10,On-Time
22921.0,delhivery,cosmetics,truck,two day,north,clear,94.7,37.31,2,16,no,delivered,5,585.43,-14,On-Time
22922.0,fedex,clothing,ev van,same day,north,cold,75.5,43.67,3,8,no,delivered,3,608.51,-5,On-Time
22923.0,xpressbees,documents,van,standard,south,clear,36.3,36.67,2,24,no,delivered,5,291.51,-22,On-Time
22924.0,dhl,furniture,scooter,express,west,clear,155.2,27.84,4,5,no,delivered,3,909.52,-1,On-Time
22925.0,amazon logistics,furniture,van,standard,north,cold,247.1,3.82,7,24,no,delivered,4,1246.96,-17,On-Time
22926.0,shadowfax,pharmacy,bike,same day,central,clear,219.3,23.99,4,8,no,delivered,3,1268.47,-4,On-Time
22927.0,shadowfax,clothing,bike,standard,central,foggy,65.0,36.54,6,24,no,delivered,5,434.62,-18,On-Time
22928.0,ekart,fragile items,truck,standard,west,hot,121.6,22.75,4,24,no,delivered,4,676.25,-20,On-Time
22929.0,xpressbees,pharmacy,bike,same day,central,hot,238.8,45.35,7,8,no,delivered,5,1430.05,-1,On-Time
22930.0,amazon logistics,pharmacy,bike,two day,west,stormy,104.5,46.39,4,16,no,delivered,5,661.67,-12,On-Time
22931.0,delhivery,cosmetics,van,two day,north,rainy,94.8,19.06,8,16,no,delivered,5,531.18,-8,On-Time
22932.0,xpressbees,cosmetics,scooter,two day,central,hot,233.1,28.67,6,16,no,delivered,3,1251.51,-10,On-Time
22933.0,amazon logistics,groceries,scooter,same day,west,stormy,129.8,14.36,8,8,yes,delayed,2,792.08,0,On-Time
22934.0,dhl,furniture,truck,express,central,foggy,5.1,28.41,2,2,yes,delayed,2,160.73,0,On-Time
22935.0,xpressbees,documents,scooter,two day,north,stormy,257.5,7.74,14,16,no,delivered,3,1310.72,-2,On-Time
22936.0,dhl,pharmacy,truck,same day,south,cold,272.9,34.04,10,8,yes,delayed,2,1566.62,2,Late
22937.0,blue dart,clothing,van,two day,north,hot,243.7,49.52,6,16,no,delivered,4,1368.32,-10,On-Time
22938.0,amazon logistics,pharmacy,scooter,two day,west,rainy,151.3,15.91,4,16,no,delivered,3,804.23,-12,On-Time
22939.0,ekart,groceries,ev bike,two day,west,cold,235.4,4.85,8,16,no,delivered,5,1191.55,-8,On-Time
22940.0,xpressbees,documents,ev van,same day,east,foggy,221.7,0.88,12,8,yes,failed,1,1211.14,4,Late
22941.0,ekart,furniture,ev bike,two day,north,cold,135.7,29.95,6,16,no,delivered,3,768.35,-10,On-Time
22942.0,dhl,automobile parts,scooter,express,north,cold,105.3,39.62,2,4,no,delivered,4,695.36,-2,On-Time
22943.0,xpressbees,pharmacy,truck,standard,central,cold,285.7,4.85,9,24,no,delivered,5,1443.05,-15,On-Time
22944.0,dhl,groceries,bike,standard,south,clear,132.5,25.68,3,24,no,delivered,5,739.54,-21,On-Time
22945.0,amazon logistics,furniture,bike,same day,central,cold,42.1,30.41,1,8,no,delivered,4,401.73,-7,On-Time
22946.0,delhivery,pharmacy,bike,same day,east,stormy,39.8,37.88,8,8,yes,failed,1,412.64,0,On-Time
22947.0,delhivery,clothing,ev bike,express,north,hot,114.8,34.01,2,4,no,delivered,4,726.03,-2,On-Time
22948.0,delhivery,pharmacy,ev van,express,east,foggy,124.9,42.8,9,4,yes,delayed,2,802.9,5,Late
22949.0,ekart,electronics,truck,standard,central,hot,40.3,44.35,2,24,no,delivered,5,334.55,-22,On-Time
22950.0,delhivery,fragile items,ev van,two day,east,stormy,135.0,13.21,7,16,no,delivered,5,714.63,-9,On-Time
22951.0,dhl,pharmacy,van,standard,central,rainy,65.9,15.03,6,24,no,delivered,5,374.59,-18,On-Time
22952.0,delhivery,clothing,bike,standard,west,clear,273.4,3.43,9,24,no,delivered,4,1377.29,-15,On-Time
22953.0,xpressbees,furniture,ev van,standard,central,hot,188.2,48.78,5,24,no,delivered,5,1087.34,-19,On-Time
22954.0,blue dart,fragile items,ev bike,standard,central,stormy,126.9,34.72,7,24,no,delivered,5,738.66,-17,On-Time
22955.0,ecom express,automobile parts,truck,two day,west,hot,211.7,48.18,8,16,no,delivered,3,1203.04,-8,On-Time
22956.0,amazon logistics,clothing,bike,express,south,stormy,273.8,1.07,9,7,yes,delayed,3,1422.21,2,Late
22957.0,xpressbees,documents,ev van,two day,west,rainy,12.9,20.6,3,16,no,delivered,3,126.3,-13,On-Time
22958.0,amazon logistics,clothing,bike,express,south,stormy,206.6,49.52,10,6,yes,delayed,2,1231.71,4,Late
22959.0,xpressbees,groceries,bike,two day,west,clear,107.0,28.62,2,16,no,delivered,4,620.86,-14,On-Time
22960.0,amazon logistics,fragile items,bike,same day,west,rainy,185.4,36.15,8,8,yes,delayed,2,1135.45,0,On-Time
22961.0,fedex,cosmetics,ev van,standard,west,stormy,178.6,45.23,13,24,no,delivered,5,1028.69,-11,On-Time
22962.0,shadowfax,documents,ev bike,standard,south,foggy,26.9,16.88,2,24,no,delivered,5,185.14,-22,On-Time
22963.0,fedex,documents,bike,standard,south,hot,200.4,16.67,8,24,no,delivered,5,1052.01,-16,On-Time
22964.0,shadowfax,pharmacy,van,same day,central,foggy,54.8,44.55,4,8,no,delivered,5,507.65,-4,On-Time
22965.0,dhl,pharmacy,truck,standard,south,hot,243.6,33.61,9,24,no,delivered,3,1318.83,-15,On-Time
22966.0,blue dart,furniture,truck,two day,west,stormy,61.0,19.96,8,16,no,delivered,5,364.88,-8,On-Time
22967.0,ecom express,groceries,scooter,express,central,clear,107.2,4.13,3,4,no,delivered,5,598.39,-1,On-Time
22968.0,xpressbees,automobile parts,bike,two day,south,cold,246.0,34.87,7,16,no,delivered,4,1334.61,-9,On-Time
22969.0,xpressbees,furniture,bike,standard,south,foggy,74.7,38.47,7,24,no,delivered,5,488.91,-17,On-Time
22970.0,ekart,fragile items,ev van,two day,north,clear,182.8,3.61,8,16,no,delivered,4,924.83,-8,On-Time
22971.0,xpressbees,automobile parts,truck,two day,north,hot,6.8,22.49,2,16,no,delivered,5,101.47,-14,On-Time
22972.0,fedex,groceries,ev van,same day,west,cold,24.4,14.43,3,8,no,delivered,4,265.29,-5,On-Time
22973.0,delhivery,fragile items,ev van,express,north,cold,273.0,35.75,4,7,no,delivered,4,1522.25,-3,On-Time
22974.0,ecom express,fragile items,scooter,two day,south,cold,16.4,48.32,0,16,no,delivered,5,226.96,-16,On-Time
22975.0,ecom express,clothing,bike,two day,north,rainy,75.5,10.98,5,16,no,delivered,5,410.44,-11,On-Time
22976.0,amazon logistics,documents,truck,same day,north,foggy,252.1,9.68,8,8,yes,delayed,3,1389.54,0,On-Time
22977.0,fedex,clothing,scooter,express,central,stormy,171.9,6.13,8,5,yes,delayed,3,927.89,3,Late
22978.0,ekart,pharmacy,ev bike,standard,south,stormy,81.1,44.77,9,24,no,delivered,5,539.81,-15,On-Time
22979.0,delhivery,cosmetics,ev van,two day,east,clear,73.5,30.94,3,16,no,delivered,5,460.32,-13,On-Time
22980.0,xpressbees,cosmetics,ev van,two day,west,rainy,80.6,26.16,7,16,no,delivered,4,481.48,-9,On-Time
22981.0,ecom express,groceries,scooter,two day,central,rainy,97.3,27.27,7,16,no,delivered,5,568.31,-9,On-Time
22982.0,delhivery,cosmetics,van,standard,west,foggy,95.6,23.98,5,24,no,delivered,4,549.94,-19,On-Time
22983.0,xpressbees,electronics,ev bike,express,east,rainy,140.1,46.52,5,4,yes,delayed,2,890.06,1,Late
22984.0,delhivery,pharmacy,scooter,express,north,hot,119.5,35.82,6,4,yes,delayed,2,754.96,2,Late
22985.0,xpressbees,furniture,truck,express,east,stormy,234.7,35.66,7,6,yes,delayed,2,1330.48,1,Late
22986.0,delhivery,fragile items,van,standard,west,clear,251.2,4.07,6,24,no,delivered,5,1268.21,-18,On-Time
22987.0,ecom express,automobile parts,truck,same day,north,hot,159.0,49.48,6,8,no,delivered,4,1043.44,-2,On-Time
22988.0,blue dart,pharmacy,truck,same day,west,cold,9.7,25.06,2,8,no,delivered,5,223.68,-6,On-Time
22989.0,dhl,pharmacy,ev van,standard,north,rainy,174.6,1.13,6,24,no,delivered,4,876.39,-18,On-Time
22990.0,xpressbees,automobile parts,van,same day,central,stormy,108.0,39.75,6,8,no,delivered,3,759.25,-2,On-Time
22991.0,amazon logistics,groceries,scooter,same day,central,rainy,62.5,35.77,6,8,no,delivered,5,519.81,-2,On-Time
22992.0,dhl,clothing,bike,same day,north,stormy,152.3,34.71,7,8,no,delivered,3,965.63,-1,On-Time
22993.0,ecom express,furniture,ev bike,standard,central,stormy,297.1,19.69,8,24,no,delivered,4,1556.57,-16,On-Time
22994.0,delhivery,groceries,ev bike,standard,south,foggy,91.2,26.05,4,24,no,delivered,3,534.15,-20,On-Time
22995.0,fedex,pharmacy,van,express,north,rainy,33.4,35.67,4,2,yes,failed,1,324.01,2,Late
22996.0,ecom express,fragile items,ev van,standard,central,rainy,34.4,0.67,3,24,no,delivered,5,172.99,-21,On-Time
22997.0,ekart,furniture,van,same day,south,clear,97.2,15.07,4,8,no,delivered,3,631.21,-4,On-Time
22998.0,fedex,documents,van,express,east,foggy,171.6,43.27,5,5,yes,failed,2,1037.81,0,On-Time
